id,description,host_listings_count,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,instant_bookable,cancellation_policy,has_house_rules,host_gender,accommodates_catg,guests_included_catg,minimum_nights_catg,host_listings_count_catg,bathrooms_catg,bedrooms_catg,beds_catg,security_deposit,extra_people,yield
330044.jpg,"Experience Old London in this large period double in a Victorian flat very close to the Chiswick House Park. Extra large desk. Private sitting area around an original magnificent Victorian fireplace. Super comfy king size bed and an artistic private ensuite Victorian bathroom.  Easy access to the M4 and Heathrow Airport, short walk to high street. Well connected to Central London via underground, train and buses. Use of kitchen and washing machine. Two friendly hosts and quirky cats, what more? Hi, we are letting out a lovely, big, period room with large ensuite in a Victorian flat in Chiswick, only a stone's throw from Chiswick House and Grounds. Lovely and airy room with King size bed, period wardrobe and bedside tables, large desk area with book shelves, private cosy sitting area around a magnificent Victorian fireplace. Great sound system with DVD and CD player that can be connected to your phone or computer. Private and large ensuite with panelled and mosaic walls and Victorian st",2.0,Hounslow,51.48406,-0.26182,f,apartment,private_room,2,1.0,1.0,1.0,1,2,t,strict_14_with_grace_period,1,female,2,1,2,2,1,1,1,0.0,10.0,3.76
330932.jpg,"An apartment on the same Underground line as Heathrow Airport, one stop from St Pancras International train station. Comes with free Oyster cards for London Transport, Wifi, Laptop, map books, hairdryer, power adapters. read the reviews! This apartment is one underground stop from Kings Cross/St Pancras and the Eurostar (piccadilly line) which is also the Underground line direct to Heathrow Airport. The area benefits from great transportation links. It is a 4-6 minutes walk to Caledonian Road underground station, just one stop to Kings Cross/St. Pancras, where you can catch trains all over the country and to some of London's major airports. Equally, Caledonian Road is on the Piccadilly Line, which is really convenient if you are flying into/out of Heathrow, as the line goes to all of the airports terminals. There is also a stop on the overground (Camden Road) just a short walk from the house. There are several bus routes, including the 29 and 253 plus many more on Caledonian Road, Holl",2.0,Islington,51.55235,-0.12384,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,5,t,strict_14_with_grace_period,1,male,2,1,3,2,1,1,1,0.0,0.0,201.96
331058.jpg,"Welcome to Home2Home-Rooms Bed and Breakfast.  Private Rooms available within a friendly shared apartment in Chiswick.  Two Shared Bathrooms & Shared Kitchen. Includes daily self-serve Breakfast  Children & Infants are welcome but are counted as a guest. Short stay and long stay available. Checkin from 12-1pm /Checkout 10am Self Checkin Available with pre-arranged (with Front Door Entry Code) Early Luggage Drop-off available from 8am Luggage storage available on day of checkout **Christmas & New Years** This room is £110 per night from 21 December till 2 January And is fixed price whether it's a booking for 1,2,3 or 4 guests I'm unable to put this as a fixed price here online. So the extra amount will be paid upon checkin. Prior and after these dates, the prices return to normal. Inbox me for more info  This advert is for a private room in a shared apartment.  ~ Sleeps 1-4 ~1 double bed ~2 single bed ~ TV  ~ Clean Towels every 4 days. ~ Clean Bedding on arrival & Clean bedding every 7 ",6.0,Ealing,51.50144,-0.25678,t,apartment,private_room,4,2.0,1.0,3.0,2,1,f,strict_14_with_grace_period,1,female,3,2,1,3,2,1,3,0.0,10.0,103.35
333931.jpg,"Available for you to rent is the second floor of our house which forms its own space, with two bedrooms and a bathroom shared between the two rooms. The two listings are for the two rooms separately at present.  This listing is for a large room which contains two single beds, although up to three beds can fit in this room. The room has storage for clothes with fitted wardrobes and drawers and there is a desk you can use. Guests have access to the kitchen dining room which has a fully fitted kitchen with all amenities, a dining room, and a TV. The house has wireless internet throughout. There is a lovely big garden in the back, which is great in summer. The house is really good for getting around London, it is on a road with bus stops which go to Romford Shopping Centre and Romford station in one direction and which go to Westfield in Stratford and towards central London.  The nearby train stations include Romford and Chadwell Heath, from which it takes about 30 mins to get to central L",2.0,Barking and Dagenham,51.57291,0.14562,t,house,private_room,1,1.0,1.0,1.0,1,5,f,strict_14_with_grace_period,1,female,1,1,3,2,1,1,1,100.0,0.0,5.85
334310.jpg,"The largest room in the house, with two (double-glazed) windows. Two shared bathrooms between three rooms. Fastest fibre optic broadband  (wifi) included. Flatscreen TV. Incredible fast travel to Central London 16 mins to London Bridge (Tower of London etc) 22 mins Charing X (Big Ben etc). Most useful accessories provided so you don't have to bring them. Located very close to Greenwich and Blackheath, but with exceptional fast transport into central London, this lovely bright room is the largest in the house, with two windows, and a very comfortable double bed, . There is plenty of storage. Downstairs is a Shower room with power shower, which is shared with two others and also a bathroom. The room has an iron/ironing board and kettle for tea/coffee and a hairdrier. There are electric adaptors for anyone with foreign plugs, shoe brushing kit and luggage scales, so you don't need to pack any of this. There is super fast fibre optic wireless broadband. Fresh towels are provided (free of c",4.0,Lewisham,51.45735,-0.01614,t,other,private_room,2,2.0,1.0,1.0,1,5,f,strict_14_with_grace_period,1,male,2,1,3,3,2,1,1,77.0,14.0,103.8
334412.jpg,"Friendly host of big rooms in a no frills, decrepit old lived in a maisonette with character, Clerkenwell, Central London.  You'll be sharing either with me on floor 1 or two other long term tenants on floor 2. A very big room(s) in a decrepit old lived in flat with character in the centre of London - Clerkenwell, EC1R 3BL QUICK FACTS: KITCHEN: shared with fridges, cooker, washing machine, storage, etc. BATHROOM: A shared bathroom with bath and a shower over the bath and a toilet.  Toilet roll, washing up liquid and refuse sacks are provided complimentary. ROOM(s): The furniture in the room(s) consist of a desk, seating, wardrobe, double bed, etc.  Bedding, pillows and towels are provided. LOUNGE: There isn't one. WALK: You can walk to a lot of destinations and attractions in a matter of minutes.  Walking is by far the best way to get to know London. 10 - 20 mins - Oxford Street, Covent Garden, River Thames, Tate Modern, the Square Mile (City), Old Street, etc, etc. CYCLING: We have th",4.0,Islington,51.52249000000001,-0.10525,f,apartment,private_room,2,1.0,1.0,1.0,1,1,f,strict_14_with_grace_period,1,unknown,2,1,1,3,1,1,1,0.0,0.0,101.4
334546.jpg,"10 minutes walk from the nearest Underground train station (Upton Park) 1 double room with a double bed. Its an upstairs room 12 minutes walk from the nearest Underground train station (Upton Park) 1 double room with a double bed. Its an upstairs room with shared bathroom upstairs. The bathroom is just a few steps away from your room. We have another downstairs toilet and bath. Its a 3 bedroom Terrace House in East London in which we live, secure and quiet location. Its a double back room overlooking our garden, so its quiet. ***We give you as much privacy as possible*** The room has :  One double bed cloths rack, folding chair & folding table Flat panel TV Hot water kettle (with t-bags, coffee,sugar,) free wireless internet connection.  Bath towels, shower gel. (not new bath towels everyday) Hair blow dryer Water filter for drinking water. (You can : *wash your cups and plates *Use the microwave *Keep food in the fridge, no use of cooker- no cooking) You can order take-aways from loca",1.0,Newham,51.52493,0.03679,t,house,private_room,2,2.0,1.0,1.0,1,1,f,moderate,1,unknown,2,1,1,1,2,1,1,0.0,5.0,125.5
336577.jpg,"A shared double bedroom flat with the best panoramic views in London overlooking the city from each room. Decorated with original art pieces and furnishings in a neighbourhood buzzing with life - restaurants, bars, international & local galleries, canal, parks. The flat was built in 1972 and I like original features that show history so please don't expect a bland modern place. There is, however a lot of love as well as conveniences such as dishwasher, washing machine, NutriBullet blender etc. - high speed wifi - selection of teas, coffee and cooking essentials - fresh linen and towels - hairdryer - plenty of wardrobe space - good table for working or eating - Art, handmade and designer furnishings which are all for sale on request - Nutribullet blender - southwest facing with sunrise in winter and great sunsets all year round! - free parking - smoking not allowed inside flat but allowed on balcony - everything clean and bedding and towels ready upon arrival - quick response to enquiri",7.0,Hackney,51.53131,-0.08034,t,apartment,private_room,2,1.0,1.0,1.0,1,1,f,strict_14_with_grace_period,1,female,2,1,1,3,1,1,1,100.0,20.0,526.5
337806.jpg,"This is an artist's live-in Studio space in an original old East London factory building located in the heart of Dalston, which has become one of the trendiest and liveliest areas in London over the past few years. This is one of the original old factory buildings that got converted into artist studios before the gentrification of the area kicked in and which made this area so popular in the first place. So expect an original piece of the old East London with more of an industrial feel to it, as opposed to the newly built shiny apartment blocks that have started to appear in the area. This is a charming and charismatic old factory building with high ceilings and big south facing windows. I actually do live and work in this space, so it has many personal objects, books, records etc around. You are welcome to read the books, listen to records, get inspired by things you find as long as you treat the place with respect and leave everything where you found it. Behind the main space with lo",1.0,Hackney,51.55163,-0.0745,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,1,f,moderate,1,unknown,2,1,1,1,1,1,1,0.0,0.0,39.1
337986.jpg,"My place is good for couples, solo adventurers, and business travellers. Bed, no breakfast to rent in a house. We are 10mins away from Dagenham East station (District Line) and 15mins away from Strafford, the home of the London (Website hidden by Airbnb) is shared with my two boys and cousin. One of the room is empty throughout and the other is use only doing the weekend soaring by my younger son. Though it has his clothes in the wardrobe. It is surprisingly quiet considering it's close to a football field. There's a park two minutes away. The Dagenham East station is only 8-10 minutes walk. Its on the District Lane and get you to London. Strafford, is only about 30mins away. There's a bus #103 to Romford, and 369 to Dagenham Heathway.",1.0,Barking and Dagenham,51.54829,0.1611,t,other,private_room,2,1.0,1.0,1.0,1,2,t,flexible,1,unknown,2,1,2,1,1,1,1,0.0,18.0,6.0
338198.jpg,"Stunning, design conscious and spacious 2 bed, 1 bath flat with terrace. Unique space includes south facing windows. Original features, high ceilings, wood floors, wifi, terrace. Trendy area, cafes, boutiques. Close to Golders Green and Finchley Road Station, Hampstead Heath, restaurants, shops, supermarkets.  You’ll love this place because it is uncluttered yet cosy, minimal yet practical, bright and airy, and welcoming to all guest. Minimum 10 days stay during mid Dec-mid Jan. Stylish and spacious 2 bedroom apartment, recently renovated, sleeping 5 people. PLEASE NOTE THE FLAT IS AVAILABLE FOR UP TO FIVE WEEKS OVER XMAS AND NEW YEAR. Open plan kitchen, large folding dining tables in the lounge. Modern yet earthy features add a great deal of charm including fireplace, kitchen and bathroom. The apartment is beautifully decorated with parquet wooden floors, wifi throughout. Gorgeous, south-west facing terrace. The brand new well stocked kitchen houses a washing machine and plus all kitc",1.0,Barnet,51.56285,-0.19551,t,apartment,entire_home/apt,5,1.0,2.0,3.0,1,2,f,strict_14_with_grace_period,1,unknown,3,1,2,1,1,2,3,0.0,0.0,248.9
338354.jpg,"A light, comfortable room in a warm and cosy Victorian terraced house. Our friendly residential neighbourhood benefits from plenty of green spaces, local events and amenities. Excellent transport connections take you into central London. We are offering a first floor, furnished room, with double bed, full length mirror, clothes rail, bedside drawer unit and a desk for work/study. The house is traditional Victorian terrace in style. It has a large open plan kitchen/diner, a shared bathroom/wc with excellent power-shower and a sun-room leading to a large southwest facing garden. The room is ideal for visitors, or those wishing to work or study in London.   Fresh bed linen and towels are provided. A starter-kit breakfast package is provided on arrival. The kitchen/diner can be used for making meals and a washing machine is available. The sun-room is the ideal place to enjoy a glass of wine in the evening or a cup of tea while reading the newspaper or writing postcards home.  Our home is i",1.0,Lewisham,51.4686,-0.04931,t,house,private_room,1,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,female,1,1,2,1,1,1,1,0.0,10.0,40.42
338896.jpg,"Nicely decorated calm and comfortable room with double bed, desk and wardrobe in light and airy apartment. Unlimited fibre optic WIFI. My space is close to supermarkets and small grocery stores, Tesco,  Sainburys and Waitrose 15-minute walk, International food shops (Indian, Turkish, Greek, Lebanese) on Ballards Lane and day/evening activities (bowling, cinema, restaurants and swimming pool situated in Finchley Lido (30-minute walk or by bus); shisha bars and pubs). Easy access to Central London, Hampstead Heath. Guests have access to kitchen for warming food and very light cooking - must be left clean and tidy - exactly how it was. I am currently working away from home and strive to meet guests at least once. The neighbourhood is a typical London surburb with lots of green open spaces and activities. Though generally quiet, high street can be quite bustling at times, Finchley Central underground station is 15mins walk from my apartment.  Bus 143 from the top of my road takes you to Fi",3.0,Barnet,51.59635,-0.19098,f,apartment,private_room,1,1.0,1.0,1.0,1,3,f,moderate,1,female,1,1,3,3,1,1,1,0.0,0.0,38.76
340435.jpg,"The apartment is a ground floor two bedroom apartment with a small garden - which is part of a Victorian Terrace house - it is located in very quiet -tree lined residential street. It is surrounded by transport lines - 4 tube stations..a bus station and an overground train station...which gives fast and easy access to central London. It also makes transit to all 4 of London's major airports! Shepherds Bush is a vibrant neighbourhood - with a mix of restaurants, music venues and shopping.... This is a nice spacious two bedroom ground floor flat on a quiet residential street in Shepherds Bush, west London. One room is available. The room is either a Double bed or a Twin room. The room has a comfy bed with nice 100% cotton bed linen, large bath towels and robes provided. There is an TV with lots of Freeview and Free Sat channels. There is shared use of a modern shower room as well as the rest of the house, lounge, dining room, kitchen and patio garden. The kitchen is modern clean and well",3.0,Hammersmith and Fulham,51.5069,-0.22604,t,apartment,private_room,2,1.0,1.0,3.0,1,2,t,moderate,1,male,2,1,2,3,1,1,3,0.0,0.0,202.8
340916.jpg,"I am listing a lovely single bedroom in my home. It is a quiet, safe residential area. There are plenty of local pubs in the ares, in fact there is one just 5 minutes walk away, and numerous takeaways and restaurants just round the corner. harrow and wealdstone station (bakerloo line )  is 10 min walking distance,     ample buses are around the corner.. Tesco metro is at the end of the road, and there is a large wait rose around 7 mins walk away. We are very central, located just off the high street, and close by. harrow and wealdstone and harrow on the hill station ,  you are very welcome to use the microwave  to heat up your food  Breakfast is included in the price, and I provide a continental breakfast of toast, cereals, spreads, tea, coffee, and juice. The room has plenty of storage with a wardrobe. The bathroom is shared. The house is non smoking, and we have no pets to kitchen to heat up the food   and to make tea and coffes we are very friendly with all walks I have lived in thi",5.0,Harrow,51.59922,-0.33356,f,house,private_room,1,1.0,1.0,1.0,1,3,f,strict_14_with_grace_period,1,female,1,1,3,3,1,1,1,0.0,0.0,6.6000000000000005
341143.jpg,"I am offering a bright  room in a spacious 3 storey victorian house in a quiet street in North London, close to central London.  It is  in travel Zone 2 -  only 20 minutes away from Oxford St  and Covent garden.  The nearest tube station is Finsbury Park.   I live here with my son, and daughter who is at university.  I am a university lecturer, We love to welcome people from all over the world to our beautiful and exciting city.   We like music and the arts and can advise about good places to visit for different age groups and tastes, whether you want the coolest places in East London, or museums in West London Our house is in a really quiet street, only minutes walk away from shops,  good restaurants, transport and parkland.  We have a very soppy Labrador who loves everyone.  We are within easy reach of the Olympic Park,  and close to lovely spots like Alexandra Palace, Hampstead Heath, and Camden I have put accomodation for 2 people but at times we could accomodate 1 or 2 children as",1.0,Haringey,51.57034,-0.11096,t,house,private_room,2,2.0,1.0,1.0,2,1,f,flexible,1,female,2,2,1,1,2,1,1,0.0,20.0,4.2
341779.jpg,"THE ROOM IS SPECIOUS, BRIGHT WARM AND CLEAN.  PLENTY OF SPACE FOR YOUR CLOTHES. I have a very nice, large double room in a clean and comfortable house in Thornton Heath. In your room you will find a very comfortable double bed, a bedside cabinet and a wardrobe. In the rest of the house you will find a bathroom, with a modern shower unit, a fully equipped kitchen and  the house has wifi connection throughout.  There is a washing machine in the property it is free of charge for the first wash if you are staying more than 7 days and afterwards there is a charge of £3 per wash. But if you do not wish to use the washing machine there is a launderette 1 minute walk away from the property The house is in a great location, in the local area you will find everything you need for a comfortable stay. There are food shops, a chemist, take-away banks and restaurants all within walking distance of the house. We are also just 45 minutes to GatWick Airport and Central London is just 20 minutes away by",4.0,Croydon,51.40208,-0.0987,t,house,private_room,2,1.5,1.0,1.0,1,1,t,strict_14_with_grace_period,1,female,2,1,1,3,2,1,1,0.0,12.0,13.68
341956.jpg,"Hey, it’s Sylwia and thanks for checking up my ad ;-) A small room (not shared) in a two bedroom flat (where I live as well in a separate bedroom) with a double bed for a single person (or a couple for double price). The flat is located on the third floor and has 2 bathrooms - you will have your own private bathroom in the hall.  The flat is located in Northolt and it takes about 1 hour to get to Oxford Circus in the center of London. There is also a direct night bus.  A 5 minute walk to a bus stop will take you to Northolt tube station from where you can for example go to Oxford Circus. The bus drive is about 10-30 minutes depending on traffic and by tube from Northolt to Oxford Circus is 30 minutes. Parking on the street and internet are included in the price. It is a small bedroom, with a double bed and a very big wardrobe. Free internet in the entire flat.  Private use of the following facilities:  -Bedroom -Bathroom with a bathtub/shower Shared use (with me) of the following facil",1.0,Ealing,51.53169000000001,-0.3761,t,apartment,private_room,2,2.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,female,2,1,2,1,2,1,1,500.0,50.0,0.5
342804.jpg,"With Airbnb, you can find unique accommodation in people's homes—from houses and flats, to tree houses and igloos. The listing details below explain what you'll find in this space. If you have any questions, you can contact the host directly. Luxury furnished flat to let on first and second floor of lovely Victorian house in leafy residential street in Chiswick,West London. Two double bedrooms (one with en-suite shower and w.c.,one with adjacent bathroom,shower and w.c.)Open plan living room with dining and kitchen areas. Short walk to Gunnersbury and Chiswick Park tube stations (District Line),and to Chiswick High Road with its many shops,restaurants and buses. Easy access to Heathrow and Central (Website hidden by Airbnb) and Freeview TV. Cleaning for 4 hours per week and weekly change of sheets and towels are included.Extra cleaning £10 per hour.    Availability:  (Website hidden by Airbnb) Year round Located in the West of London, Great Location with easy access to both Central Lon",5.0,Hounslow,51.48945,-0.27208,t,apartment,entire_home/apt,4,2.0,2.0,2.0,4,5,f,strict_14_with_grace_period,1,female,3,3,3,3,2,2,2,0.0,0.0,142.4
343062.jpg,"Excellent spacious Double room 5 min walk to London Ecxel. Quick access to O2 Arena, The City, Canary Wharf, Bank, Big Ben, London Eye. Local entertainment, bars, restaurants. Host lives here. Full support 24/7. I look forward to welcome you to my lovely private room in London! All guests will have access to the Internet, WiFi, kitchen ,washing/drying machine and my beautiful garden! Location wise : - The property is just 5 minutes walk from EXCEL Exhibition Centre,  - 7 minutes away from Canary Wharf-City Centre with many shops, restaurants and bars- by Docklands Light Railway and less than half an hour from Central London by Jubilee Line. Very convenient public transport. - The nearest DLR station is only a minute away from the house. - London  O2 Arena is only 2 stops away (less then 7 minutes) and already reachable by a special cable lift, it looks really attractive! This is truly a quite and safe area of London. There is a beautiful lake very close by ideal for walks, restaurants,",6.0,Newham,51.50893,0.01881,t,house,private_room,2,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,female,2,1,2,3,1,1,1,0.0,10.0,165.24
343149.jpg,"The apartment is located in the heart of London. Free WiFi access. This apartment is perfect for couples, families on holiday, expats and business travelers. It is just 10mins walk from Hyde Park with great transport facilities. The property was interior designed with all the mod cons in kitchen and direct access to a sun trap garden.  -modern kitchen -available for long term rentals -safe & quiet neighbourhood -cleaning service during your stay available at extra cost Because the apartment is renovated you will have everything you will need. There is a new kitchen with an oven and microwave. In the bathroom will be a brand new shower. Next to that there will be a washingmachine and a dryer available.",3.0,Westminster,51.51697,-0.18231,t,apartment,entire_home/apt,7,2.5,2.0,3.0,2,91,f,strict_14_with_grace_period,0,female,3,2,3,3,2,2,3,850.0,40.0,125.05
343848.jpg,"This bright large bedroom has fold up desk, TV/DVD player, WiFi, storage, comfortable small double and fold down single bed. Quiet, safe area near lake & woods, near Oakwood tube station.  Shops & amenities nearby. Linen/towels provided. I have reduced the price for next 2 months as I have building work in garden. No building actually  in the house but I have stored boxes in the hallways and kitchen so is not as tidy as I usually have it.  The bedroom is a lovely, large double room with a 4ft double bed and a single fold down bed, storage and wardrobe with full length mirrors, dressing table and lift up work top. There is WFI, TV/DVD player with DVD's available to watch along with lots of books. If 3 people want to book together and need separate beds I can reduce the price of the single room next d door to £15 per night (only from Thursday to Sunday night) providing it is free If more than 3 guests want to come, there is a gorgeous comfortable small double sofa bed in the lounge which",3.0,Enfield,51.64879000000001,-0.11822,t,house,private_room,3,1.5,1.0,2.0,1,2,f,strict_14_with_grace_period,1,female,3,1,2,3,2,1,2,100.0,8.0,18.5
344094.jpg,"This room has 2 single beds. There is a chest of drawers, a pine wardrobe, side table with a light and plenty of room under the bed.  This is a welcoming home with a mix of victorian / edwardian design. You are able to use the shared bathroom with shower and bath, along with the microwave in the kitchen.  Use of microwave, kitchen and dining room. There is a garden that you can use. There are 2 supermarkets within a 5 minute walk. We have pubs and restaurants nearby, the hideaway is close, which is famous for its jazz. Streatham High road has plenty of shops and restaurants to cater for most. There is also a new leaisure complex with a swimming pool, gym and ice rink. We serve continental breakfast in the morning. You may smoke outside. There is free parking nearby. We have 2 cats. The nearest train stations are Norbury, Streatham and Streatham Common, which are a short walk away.",4.0,Lambeth,51.41868,-0.12462,t,other,private_room,2,1.5,1.0,2.0,1,3,t,strict_14_with_grace_period,0,female,2,1,3,3,2,1,2,100.0,17.0,59.5
344102.jpg,"Breakfast is included in the price. There are 3 comfy single beds in this room.   Breakfast is included in the price. This is a welcoming home with a mix of victorian / edwardian design. You are able to use the shared bathroom with shower and bath, along with the microwave in the kitchen.  Use of kitchen.  There is a garden that you can use. There are 2 supermarkets within a 5 minute walk. We have pubs and restaurants nearby, the hideaway is close, which is famous for its jazz. Streatham high street has plenty of shops and restaurants to cater for most. There is also a new leisure complex with a gym, swimming pool and ice rink 5 minutes away. We serve continental breakfast in the morning. You may smoke outside. There is free parking nearby. We have 2 cats. The nearest train stations are Norbury and Streatham Common, which is a short walk away. My home is in south London.  It is close to a park which is lovely to walk in, if the weather is good, you can walk to a spot with great views t",4.0,Lambeth,51.41757,-0.12453,t,other,private_room,3,1.5,0.0,3.0,1,3,t,strict_14_with_grace_period,0,female,3,1,3,3,2,0,3,100.0,17.0,64.67999999999999
345013.jpg,"An amazing modern home in the stylish Shad Thames, which is known as the London Riviera. Perfect for any Christmas and New Years vacation. This stylish modern town house in central London is perfect for visiting the City (15 minutes walk) and West End (7 mins on tube) Located in the much sought after Shad Thames area. Within short walking distance are a fantastic range of bars and restaurants, some of London's most iconic sites and popular attractions plus excellent transport options to get to the rest of the City & Country. Some examples in walking distance... Bars & Restaurants: The Ivy, Pont de la Tour, Chop House, The Angel, La Lanterna, Roast, Browns, All Bar One, Pizza Express, Magdalen and hundreds more... Borough Market and all the culinary delights of Bermondsey are within 15 minutes walk. Attractions: Tower Bridge, Tower of London, London Dungeon, The Wapping Project, St Katherine Docks, Monument, Tate Modern,  Borough Market, Design Museum, St Pauls, Druid Street Market the ",1.0,Southwark,51.50021,-0.06975,t,other,entire_home/apt,4,2.0,2.0,2.0,4,5,t,flexible,1,male,3,3,3,1,2,2,2,500.0,40.0,43.2
345877.jpg,"Nestled between the uber cool Dalston and the trendy Angel Islington, but far enough way too be peaceful, this funky one bed flat is the perfect home from home. With pieces of art scattered around it has been stylishly redecorated earlier this year. Stunning, new build flat in trendy Hoxton, London. Loads of things to do within easy walking distance, only 10 minutes bus ride to The City and 30 minutes to the West End. Light and airy open plan lounge/kitchen with a dining area, separate double bedroom, and a gorgeous bathroom, with a power shower and bath. Kitchen has all the usual mod cons- fan oven, microwave, fridge/freezer and washing machine and is kitted out with everything you will need for your stay.  Tasteful and stylishly decorated and very clean, this flat is home to an actress and an artist, so expect to see some quirky and beautiful pieces of art, including wallpaper which is not quite what it seems! As well as lots of art and theatre books for you to dip into. The flat is ",1.0,Islington,51.53771,-0.08668,t,apartment,entire_home/apt,3,1.0,1.0,1.0,2,2,f,moderate,1,female,3,2,2,1,1,1,1,100.0,25.0,47.25
346523.jpg,"Available for you to rent is a cozy studio in Chelsea. The studio is part of our house but has its own entrance and has everything you need for a comfortable stay.  There is a wall mounted flat screen TV, DVD player, i-dock, complete seperate kitchen with oven, fridge and microwave. There is also a washer dryer machine and high-speed wireless internet connection.  A single sofa-bed can sleep one extra person.  We provide a welcome pack for your stay which includes bottled water, orange juice, milk, tea, coffee and breakfast pastries. The studio could not be in a better location for exploring the city. There are good bus links within 200-300 metres to the well known shopping and culture destinations and to the local tube stations of Earls Court, South Kensington and Fulham Broadway which will take you to many of the city's attractions in just a few minutes. Hyde Park is less than 2km away, and if you wanted you could walk to Buckingham Palace in less than an hour. We are always availabl",2.0,Kensington and Chelsea,51.48311,-0.18428,t,other,entire_home/apt,3,1.0,1.0,2.0,2,5,t,strict_14_with_grace_period,1,female,3,2,3,2,1,1,2,0.0,50.0,180.9
346631.jpg,"Cozy comfy central London 2 bedroom Camden apartment. Short walk to underground, quiet/safe neighbourhood with groceries and gastropubs on your doorstep. Local attentive host. Centrally located contemporary, bright, airy, large two double  bedroom apt (sleeps 4-5 people, also perfect for 2 ). 5 mins walk to Tufnell Park underground station and also to Hampstead Heath ( London's large ancient park/nature reserve with lido, swimming ponds, children's playground/paddling pool, tennis courts, summer lakeside concerts). Bustling Camden market is also a short walk away Situated only a few stops from central London in village-y Dartmouth Park area which is close to Camden Town/Hampstead/Kentish Town/Tufnell Park/Highgate in a safe and quiet neighbourhood with all amenities on your doorstep including a deli with great coffee, well stocked grocers, several excellent gastropubs and extensive transport facilities including the underground, overground trains, buses (24hr services to East London/Sh",1.0,Camden,51.55925,-0.14276,t,apartment,entire_home/apt,5,1.5,2.0,3.0,2,90,f,strict_14_with_grace_period,1,male,3,2,3,1,2,2,3,0.0,10.0,4.5
347389.jpg,"First class modern 'master bedroom' bed and breakfast with a stunning  en-suite wet-room complete with rain shower.  Flat screen TV, DVD player, Denon hi-fi sound system in your room.  High speed 1 Gb fibre optic WiFi throughout. High threadcount professionally-laundered linens, pillow-topped mattress, super king size (6 ft) bed.  In a smart 1000 sq ft apartment in London's fashionable Docklands, right beside the river Thames and a 23-acre public park.  River views from most rooms. The 'tube' (Metro) station is right outside the building and links directly to Bank in 'the City', but also to the Jubilee Line at Canning Town for fast and frequent services to central London - Green Park, Westminster, Bond Street and Baker Street. Absolutely ideal for conferences and exhibitions at EXCEL, an easy walk, business at Canary Wharf, or events at the O2. Minimum 2 night stay. You can help yourself to a generous continental breakfast of cereals, juices, fresh fruit, yogurt and bakery items or to ",4.0,Newham,51.50062,0.03117,t,other,private_room,2,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,male,2,1,2,3,1,1,1,0.0,25.0,28.75
347849.jpg,"Great flat in a trendy and popular area of South London. Sole use of the flat. Easy access to Central London. 12-15 minutes walk to the tube. 15-20 minutes on the tube/train to the centre. Our family home is available to rent occasionally, and comes with the care of our cat, so you must be an animal lover.  The flat: It is on the 1st floor and is modern, bright and homely. There are 3 bedrooms:  1 bedroom with a double bed, 1 bedroom with full-length bunk beds and an additional pull-out bed for use in this or another room, 1 bedroom with a small double bed (4 foot).  1 or 2 single mattresses could also be made available for use in the lounge to provide 4 separate sleeping areas. There is, therefore, a good degree of flexibility for sleeping arrangements. Towels and a hairdryer are provided.  The kitchen includes a dishwasher, washing-machine, microwave and the usual things that you would expect in terms of crockery, cutlery, pots and pans. The lounge: 2 sofas, a TV/DVD player, Radio an",3.0,Lambeth,51.44217,-0.1376,t,apartment,entire_home/apt,6,1.0,3.0,4.0,4,4,f,strict_14_with_grace_period,1,female,3,3,3,3,1,3,3,100.0,0.0,54.06
347896.jpg,"Lovely room with small double bed for one person in trendy, popular area in Balham, South London. Available for a female only. Close to the city. 12 minute walk to the tube. 15 minutes on the tube/train to Central London. Lovely room in a bright and modern flat for one person. The room is compact with a small double bed, a wardrobe, cupboard, TV and chair. Towels are provided and a hairdryer, iron and ironing board are available. The kitchen can be used for light meals. Tea and coffee are freely available, though breakfast is not included I'm afraid as we're busy in the mornings. Wi-Fi is free and the signal is good. This is the family home of myself and 2 sons aged 18/19, so you'd be sharing the bathroom with us. We also have a cat. A female guest is preferred. The guest has access to the bathroom, kitchen and garden. We like our guests to feel relaxed and comfortable, while also respecting your privacy. I'm happy to give you sightseeing tips and advice on making the most of your stay",3.0,Lambeth,51.44553,-0.13773,t,apartment,private_room,1,1.0,1.0,1.0,1,2,f,moderate,1,female,1,1,2,3,1,1,1,100.0,30.0,48.0
